ID	Name	Age	Nationality	Overall	Potential	Club
208621	Óscar Plano	27	Spain	74	74	Real Valladolid CF
172013	De la Bella	32	Spain	74	74	UD Las Palmas
112365	R. Cohade	33	France	74	74	FC Metz
191725	P. Morales	33	Chile	74	74	CD Universidad de Concepción
191726	D. Arismendi	30	Uruguay	74	74	Rosario Central
212207	N. Stanciu	25	Romania	74	79	Sparta Praha
225263	D. ?aleta-Car	21	Croatia	74	81	Olympique de Marseille
186351	L. Fer	28	Netherlands	74	74	Swansea City
163824	A. Williams	33	Wales	74	74	Stoke City
203505	J. Bryan	24	England	74	78	Fulham
20209	Ricardo Costa	37	Portugal	74	74	CD Tondela
220658	Ailton	23	Brazil	74	79	SC Braga
186098	R. Cota	30	Mexico	74	74	Club León
183795	G. Margreitter	29	Austria	74	74	1. FC Nürnberg
148212	A. Rebrov	34	Russia	74	74	Spartak Moscow
217844	Djavan	30	Brazil	74	74	GD Chaves
183284	A. Chedjou	33	Cameroon	74	74	Bursaspor
199157	Luna	27	Spain	74	75	Levante UD
232437	F. Ricca	23	Uruguay	74	80	Málaga CF
232693	C. Awaziem	21	Nigeria	74	81	FC Porto
216055	F. Carrizo	27	Argentina	74	74	Rosario Central
198136	A. Ragusa	28	Italy	74	74	Hellas Verona
229880	A. Wan-Bissaka	20	England	74	84	Crystal Palace
184312	J. Biabiany	30	France	74	74	Parma
222457	B. Mensah	23	Ghana	74	81	Kayserispor
162297	D. Padelli	32	Italy	74	74	Inter
176377	D. Toši?	33	Serbia	74	74	Guangzhou R&F; FC
199418	E. Bauthéac	30	France	74	74	Brisbane Roar
212474	Tiago Silva	25	Portugal	74	77	CD Feirense
213242	A. Tameze	24	Cameroon	74	80	OGC Nice
189946	V. Manceau	28	France	74	74	Angers SCO
193786	F. Bardi	26	Italy	74	75	Frosinone
204539	L. Advíncula	28	Peru	74	74	Rayo Vallecano
226045	J. Gallardo	23	Mexico	74	80	Monterrey
230397	Enaldo Toxeto	30	Brazil	74	74	Grêmio
200446	Camilo	29	Brazil	74	74	Querétaro
201982	J. Schmid	28	France	74	74	FC Augsburg
203774	Welthon	26	Brazil	74	76	Vitória Guimarães
206590	Moi Gómez	24	Spain	74	79	SD Huesca
192766	Marc Muniesa	26	Spain	74	78	Girona FC
198143	Samu Saiz	27	Spain	74	75	Leeds United
167936	J. Sorbon	34	France	73	73	En Avant de Guingamp
169216	S. Long	31	Republic of Ireland	73	73	Southampton
188416	S. Wuytens	28	Belgium	73	73	AZ Alkmaar
198145	S. Araujo	26	Argentina	73	76	UD Las Palmas
200962	André Martins	28	Portugal	73	73	Legia Warszawa
206594	S. March	23	England	73	77	Brighton & Hove Albion
210434	F. Chafik	31	Morocco	73	73	Dijon FCO
224258	K. Ajer	20	Norway	73	82	Celtic
177922	K. Grosicki	30	Poland	73	73	Hull City
188931	Alex Bergantiños	33	Spain	73	73	Deportivo de La Coruña
179972	E. Derdiyok	30	Switzerland	73	73	Galatasaray SK
180228	David Braz	31	Brazil	73	73	Sivasspor
204549	D. Roef	24	Belgium	73	77	Waasland-Beveren
189701	Lombán	31	Spain	73	73	Málaga CF
150278	J. Drobný	38	Czech Republic	73	73	SV Werder Bremen
201223	A. Acquah	26	Ghana	73	74	Empoli
203783	T. Smith	26	England	73	76	Huddersfield Town
19975	R. Nuzzolo	34	Switzerland	73	73	Neuchâtel Xamax
223751	G. Jung	23	Germany	73	80	Hamburger SV
176903	M. Iturra	34	Chile	73	73	Villarreal CF
166664	Molinero	32	Spain	73	73	Real Sporting de Gijón
238856	Pedro Sá	24	Portugal	73	80	Portimonense SC
215049	D. Pérez	29	Argentina	73	73	Colo-Colo
139274	B. Cesar	35	Slovenia	73	73	Chievo Verona
215050	D. Braghieri	31	Argentina	73	73	Atlético Nacional
188938	C. Álvarez	32	Argentina	73	73	Real Zaragoza
232459	Carlos Ponck	23	Cape Verde	73	78	CD Aves
226060	R. Assalé	24	Ivory Coast	73	78	BSC Young Boys
215565	M. Miazga	22	United States	73	78	FC Nantes
220685	Léo Bonatini	24	Brazil	73	78	Wolverhampton Wanderers
223245	B. Fernández	23	Argentina	73	80	Club Necaxa
193549	S. Hutchinson	27	England	73	73	Millwall
241166	S. Rybalka	28	Ukraine	73	74	Sivasspor
223247	N. Acevedo	29	Argentina	73	73	Unión de Santa Fe
223248	J. Lucero	26	Argentina	73	74	Club Tijuana
241168	G. Chakvetadze	18	Georgia	73	86	KAA Gent
213777	I. Fossum	21	Norway	73	78	Hannover 96
219409	V. Karavaev	23	Russia	73	77	Vitesse
221201	T. Leibold	24	Germany	73	76	1. FC Nürnberg
223249	G. Arias	30	Chile	73	73	Racing Club
54033	T. Huddlestone	31	England	73	73	Derby County
186385	A. Clayton	29	England	73	73	Middlesbrough
180754	K. Nakamura	37	Japan	73	73	Kawasaki Frontale
184082	L. Koné	29	Ivory Coast	73	73	RC Strasbourg Alsace
189715	M. Vejinovi?	28	Netherlands	73	73	AZ Alkmaar
204308	H. Van Crombrugge	25	Belgium	73	77	KAS Eupen
157716	M. Russ	32	Germany	73	73	Eintracht Frankfurt
230420	Pietrson Mendes	34	Brazil	73	73	Bahia
234772	Salvi Sánchez	27	Spain	73	73	Cádiz CF
214294	E. Pavez	28	Chile	73	73	Colo-Colo
201751	I. Kovács	26	Hungary	73	74	
204823	Nildo Petrolina	32	Brazil	73	73	CD Aves
189975	Y. Seleznyov	32	Ukraine	73	73	Akhisar Belediyespor
203544	C. Löwe	29	Germany	73	73	Huddersfield Town
219160	V. Cantillo	24	Colombia	73	80	Junior FC
186392	J. Ward	28	England	73	73	Crystal Palace
200473	S. Skrzybski	25	Germany	73	74	FC Schalke 04
205081	Diego Oliveira	28	Brazil	73	73	FC Tokyo
242201	Luis Milla	23	Spain	73	80	CD Tenerife
204826	A. Ba	27	Senegal	73	75	Rayo Vallecano
230170	Jaim Abra	26	Brazil	73	73	América FC (Minas Gerais)
45083	S. von Bergen	35	Switzerland	73	73	BSC Young Boys
189723	S. Armenteros	28	Sweden	73	73	Portland Timbers
190748	Y. Öztekin	31	Turkey	73	73	Göztepe SK
183581	J. Molina	30	Mexico	73	73	Monterrey
194333	R. Gikiewicz	30	Poland	73	73	1. FC Union Berlin
220702	G. Silva	24	Uruguay	73	78	Independiente
149791	W. Hoolahan	36	Republic of Ireland	73	73	West Bromwich Albion
230175	Freder Cabral	26	Brazil	73	73	Atlético Mineiro
211489	J. Gómez	28	Argentina	73	73	Al Fayha
203810	Rodrigo Galo	31	Brazil	73	73	AEK Athens
205346	R. Fredericks	25	England	73	75	West Ham United
206626	M. Ishak	25	Sweden	73	76	1. FC Nürnberg
210723	N. Gießelmann	26	Germany	73	74	Fortuna Düsseldorf
230435	Luis Couprins	30	Brazil	73	73	Atlético Paranaense
181795	F. Kudryashov	31	Russia	73	73	
202276	S. Zoller	27	Germany	73	73	1. FC Köln
220196	D. Brooks	20	Wales	73	85	Bournemouth
225060	M. Hawsawi	26	Saudi Arabia	73	76	Al Ahli
207653	M. Bolaños	28	Ecuador	73	73	Club Tijuana
226853	J. St. Juste	21	Netherlands	73	78	Feyenoord
189221	João Aurélio	29	Portugal	73	73	Moreirense FC
213030	J. Marié	26	France	73	74	Dijon FCO
235814	R. Benzar	26	Romania	73	76	
190502	G. Sertic	28	France	73	73	Olympique de Marseille
212519	R. Philippoteaux	30	France	73	73	AJ Auxerre
229927	Gerson	21	Brazil	73	81	Fiorentina
203304	B. Assombalonga	25	DR Congo	73	76	Middlesbrough
189480	J. Šural	28	Czech Republic	73	73	Sparta Praha
209449	Gerso	27	Guinea Bissau	73	73	Sporting Kansas City
215083	M. Urruti	27	Argentina	73	74	FC Dallas
178475	D. Ciofani	32	Italy	73	73	Frosinone
190507	Etxeita	30	Spain	73	73	SD Huesca
186156	L. Ayling	26	England	73	74	Leeds United
224813	K. Saief	24	United States	73	76	RSC Anderlecht
226861	S. Thioub	23	France	73	78	Nîmes Olympique
235565	D. Bronn	23	Tunisia	73	80	KAA Gent
172077	J. Basanta	34	Argentina	73	73	Monterrey
189485	Diego Farías	28	Brazil	73	73	Cagliari
192045	L. Rodríguez	27	Mexico	73	74	Tigres U.A.N.L.
230446	Marcos Paneira	30	Brazil	73	73	Bahia
110638	Cifuentes	39	Spain	73	73	Cádiz CF
186158	K. Bartley	27	England	73	75	West Bromwich Albion
177712	K. Monnet-Paquet	29	France	73	73	AS Saint-Étienne
186672	G. Cameron	32	United States	73	73	Queens Park Rangers
192560	R. Yabo	26	Germany	73	74	FC Red Bull Salzburg
198705	A. Najar	25	Honduras	73	76	RSC Anderlecht
227633	B. Ramselaar	22	Netherlands	73	79	PSV
200754	T. Ci?erci	26	Turkey	73	76	Fenerbahçe SK
139058	O. Pérez	37	Argentina	73	73	Patriotas Boyacá FC
220466	F. Mattiello	22	Italy	73	78	Bologna
185394	V. Forren	30	Norway	73	73	Molde FK
223283	F. Diedhiou	25	Senegal	73	77	Bristol City
193331	K. Darlow	27	England	73	75	Newcastle United
205364	F. Novák	28	Czech Republic	73	73	Trabzonspor
223284	P. Martinez	29	France	73	74	RC Strasbourg Alsace
230964	M. Santos	25	Uruguay	73	77	CD Leganés
205365	J. Kopic	28	Czech Republic	73	73	Viktoria Plze?
208949	N. Al Abed	28	Saudi Arabia	73	73	Al Hilal
165429	C. Ke?erü	31	Romania	73	73	
241461	Ferrán Torres	18	Spain	73	86	Valencia CF
205878	S. Kapino	24	Greece	73	78	SV Werder Bremen
214838	O. Opazo	27	Chile	73	73	Colo-Colo
221750	André Geraldes	27	Portugal	73	74	Real Sporting de Gijón
230198	Juli Piresinho	30	Brazil	73	73	Bahia
200759	J. Schlupp	25	Ghana	73	76	Crystal Palace
230199	Vinicius Cardenha	26	Brazil	73	73	Fluminense
230967	B. Lozano	24	Uruguay	73	78	Santos Laguna
244791	P. Hrošovský	26	Slovakia	73	76	Viktoria Plze?
197688	Gabriel Silva	27	Brazil	73	74	AS Saint-Étienne
201016	O. Sorg	28	Germany	73	73	Hannover 96
235320	B. Johnsen	26	Norway	73	74	AZ Alkmaar
181560	M. Yanga-Mbiwa	29	France	73	73	Olympique Lyonnais
209723	M. Britos	29	Uruguay	73	73	Querétaro
179516	R. Hennings	30	Germany	73	73	Fortuna Düsseldorf
225085	J. Bamba	22	France	73	82	LOSC Lille
226877	Ivo Rodrigues	23	Portugal	73	79	Royal Antwerp FC
228413	E. Audero	21	Italy	73	85	Sampdoria
237629	A. Maier	19	Germany	73	86	Hertha BSC
177981	F. Tissone	31	Argentina	73	73	CD Nacional
207935	M. Dituro	31	Argentina	73	73	Universidad Católica
184895	G. Bia	28	Belgium	73	73	Sporting Lokeren
244544	B. Al?c?	21	Turkey	73	80	Fenerbahçe SK
201025	G. Bussmann	27	France	73	73	1. FSV Mainz 05
192321	C. Buchtmann	26	Germany	73	76	FC St. Pauli
209218	J. Al Hussien	35	Syria	73	73	Al Taawoun
221250	G. Poblete	25	Argentina	73	76	San Lorenzo de Almagro
225859	M. Niakhaté	22	France	73	80	1. FSV Mainz 05
226627	T. Minamino	23	Japan	73	80	FC Red Bull Salzburg
229699	N. Benedetti	21	Colombia	73	85	Deportivo Cali
196932	Y. Sanogo	25	France	73	78	Toulouse Football Club
235844	E. Álvarez	20	Mexico	73	79	Club América
190276	S. Sunzu	29	Zambia	73	74	FC Metz
213061	M. Kanazaki	29	Japan	73	73	Sagan Tosu
211014	Paulinho	26	Portugal	73	73	GD Chaves
158790	L. Bustamante	32	Argentina	73	73	Deportes Iquique
192838	E. Schelotto	29	Italy	73	73	Brighton & Hove Albion
196935	Ignasi Miquel	25	Spain	73	77	Getafe CF
211527	Álex Gallar	26	Spain	73	74	SD Huesca
184136	Orlando Sá	30	Portugal	73	73	Standard de Liège
200521	T. Ince	26	England	73	74	Stoke City
211017	Víctor Rodríguez	28	Spain	73	73	Seattle Sounders FC
177481	L. Baal	32	France	73	73	Stade Rennais FC
159818	Élton	32	Brazil	73	73	Al Qadisiyah
231242	A. Ounas	21	Algeria	73	82	Napoli
189514	H. Afful	32	Ghana	73	73	Columbus Crew SC
193098	C. Clemens	26	Germany	73	73	1. FC Köln
162123	F. Amorebieta	33	Venezuela	73	73	Independiente
212300	J. O'Connell	24	England	73	80	Sheffield United
173132	F. Dionisi	31	Italy	73	73	Frosinone
186444	H. Harbaoui	33	Tunisia	73	73	SV Zulte-Waregem
213581	M. Nervo	27	Argentina	73	76	Santos Laguna
162893	J. Djourou	31	Switzerland	73	73	SPAL
176717	P. Karlsson	32	Sweden	73	73	AIK
214350	M. Rangel	27	Colombia	73	73	Atlético Bucaramanga
214606	S. Pérez	25	Colombia	73	77	Pachuca
215118	F. Manríquez	34	Chile	73	73	CD Universidad de Concepción
159566	Abraham González	32	Spain	73	73	Lobos BUAP
230222	Ailton Valpaços	26	Brazil	73	73	Atlético Mineiro
241486	J. Koundé	19	France	73	86	FC Girondins de Bordeaux
199504	T. Xhaka	27	Albania	73	75	FC Basel 1893
209744	E. Mena	29	Chile	73	73	Racing Club
158800	W. Janssen	31	Netherlands	73	73	FC Utrecht
236112	Douglas Armeira	26	Brazil	73	73	América FC (Minas Gerais)
238160	M. Demiral	20	Turkey	73	83	Alanyaspor
182864	D. Vera	33	Uruguay	73	73	Club Atlético Tigre
199761	M. Kami?ski	26	Poland	73	75	Fortuna Düsseldorf
214609	S. Cárdenas	28	Colombia	73	73	Atlético Bucaramanga
224081	K. Phillips	22	England	73	79	Leeds United
121937	M. Rensing	34	Germany	73	73	Fortuna Düsseldorf
200275	Y. Mokhtar	26	Morocco	73	73	MKE Ankaragücü
201043	B. Dejaegere	27	Belgium	73	74	KAA Gent
233556	R. Orsolini	21	Italy	73	85	Bologna
186452	S. de Jong	29	Netherlands	73	73	Sydney FC
221269	J. Riedewald	21	Netherlands	73	80	Crystal Palace
183893	C. Yacob	30	Argentina	73	73	Nottingham Forest
224599	Yan Junling	27	China PR	73	76	Shanghai SIPG FC
178007	Miguel Veloso	32	Portugal	73	73	Genoa
203864	B. Zuculini	25	Argentina	73	76	River Plate
225880	J. Moreira	28	Paraguay	73	73	River Plate
194904	B. Hamid	27	United States	73	76	DC United
205401	V. Qazaishvili	25	Georgia	73	75	San Jose Earthquakes
223065	G. Toledo	28	Argentina	73	73	Club Atlético Colón
152922	E. Barreto	33	Paraguay	73	73	Sampdoria
175962	N. Bungert	31	Germany	73	73	1. FSV Mainz 05
229980	C. Montes	21	Mexico	73	81	Monterrey
49756	J. Poulsen	34	Denmark	73	73	FC Midtjylland
183644	A. Grünwald	29	Austria	73	73	FK Austria Wien
193884	S. Clucas	27	England	73	73	Stoke City
204125	J. Bo?il	27	Czech Republic	73	74	SK Slavia Praha
156253	J. Lewis	30	England	73	73	Aberdeen
202078	D. Nagbe	27	United States	73	73	Atlanta United
142942	J. Gandolfi	37	Argentina	73	73	Club Atlético Talleres
184926	Fabiano	30	Brazil	73	74	FC Porto
231007	J. Miši?	24	Croatia	73	78	Sporting CP
231263	J. Gélin	21	France	73	83	Stade Rennais FC
232543	S. Bertoli	40	Argentina	73	73	Patronato
236639	Xeka	23	Portugal	73	79	LOSC Lille
46175	M. Rosenberg	35	Sweden	73	73	Malmö FF
198240	Raul García	29	Spain	73	73	CD Leganés
202848	G. Caprari	24	Italy	73	78	Sampdoria
210016	Diego Lopes	24	Brazil	73	77	Rio Ave FC
189024	M. Banguera	32	Ecuador	73	73	
190560	O. Gonzalez	29	United States	73	73	Club Atlas
229473	Costinha	25	Portugal	73	76	Vitória de Setúbal
231521	E. Palacios	19	Argentina	73	85	River Plate
184417	Sergio Tejera	28	Spain	73	73	Real Oviedo
229218	Pedro Rocha	23	Brazil	73	79	Spartak Moscow
194146	K. Long	27	Republic of Ireland	73	73	Burnley
2147	M. Stekelenburg	35	Netherlands	73	73	Everton
215651	Samir	23	Brazil	73	77	Udinese
211556	Carlos Hernández	27	Spain	73	74	Real Oviedo
228708	L. Martínez Quarta	22	Argentina	73	82	River Plate
211557	F. Barba	24	Italy	73	79	Chievo Verona
169317	T. Elyounoussi	30	Norway	73	73	AIK
170597	T. Krul	30	Netherlands	73	73	Norwich City
232294	R. Morioka	27	Japan	73	74	RSC Anderlecht
105318	J. Valdés	37	Chile	73	73	Colo-Colo
237670	Bruno Xadas	20	Portugal	73	84	SC Braga
186982	A. Büttner	29	Netherlands	73	73	Vitesse
222825	C. Akolo	23	DR Congo	73	81	VfB Stuttgart
207722	Cristiano	31	Brazil	73	73	Kashiwa Reysol
211818	K. Möhwald	24	Germany	73	77	SV Werder Bremen
214379	A. Rodríguez	29	Colombia	73	73	Minnesota United FC
229739	J. Góralski	25	Poland	73	77	
164459	S. Larsson	33	Sweden	73	73	AIK
204908	D. Ndongala	27	DR Congo	73	73	KRC Genk
157804	S. Carson	32	England	73	73	Derby County
161644	M. Matip	32	Cameroon	73	73	FC Ingolstadt 04
169324	A. Ulmer	32	Austria	73	73	FC Red Bull Salzburg
183916	J. Pied	29	France	73	73	LOSC Lille
207725	M. van der Hoorn	25	Netherlands	73	76	Swansea City
179565	M. Gavranovi?	28	Switzerland	73	73	Dinamo Zagreb
193133	J. Stryger Larsen	27	Denmark	73	75	Udinese
201326	G. Torje	28	Romania	73	73	Sivasspor
225646	C. Mayada	27	Uruguay	73	73	River Plate
212079	M. Pérez	25	Mexico	73	78	Guadalajara
178287	S. Arfield	29	Canada	73	73	Rangers FC
185199	S. Ribas	30	Uruguay	73	73	Club Atlético Lanús
199792	A. Christiansen	28	Denmark	73	73	Malmö FF
214384	F. Aguilar	25	Colombia	73	80	Atlético Nacional
165232	O. Veigneau	32	France	73	73	Kasimpa?a SK
230513	Gus Outomouro	34	Brazil	73	73	Internacional
211826	R. Czichos	28	Germany	73	73	1. FC Köln
240754	Y. Atal	22	Algeria	73	82	OGC Nice
195698	C. Doukouré	25	Ivory Coast	73	78	Levante UD
226419	F. Sambueza	29	Argentina	73	73	Junior FC
230259	Juliano Mascarinhas	34	Brazil	73	73	Grêmio
192371	F. Rinaudo	31	Argentina	73	73	Gimnasia y Esgrima La Plata
209780	S. Schrijvers	21	Belgium	73	79	Club Brugge KV
234612	J. Ikoné	20	France	73	84	LOSC Lille
184436	A. Smithies	28	England	73	75	Cardiff City
198261	T. Ream	30	United States	73	73	Fulham
211061	A. Maxim	27	Romania	73	73	1. FSV Mainz 05
165493	N. Navarro	33	Argentina	73	73	San Lorenzo de Almagro
189557	A. Rispoli	29	Italy	73	73	Palermo
197238	I. Baldé	29	Senegal	73	73	Real Oviedo
229494	Miguel Vieira	27	Portugal	73	74	CD Lugo
169078	L. Freeman	26	England	73	74	Queens Park Rangers
179574	G. Hooper	30	England	73	73	Sheffield Wednesday
215927	R. Emond	26	Belgium	73	74	Standard de Liège
183671	E. Terranova	31	Italy	73	73	US Cremonese
184183	S. Dewaest	27	Belgium	73	74	KRC Genk
189303	Nélson Oliveira	26	Portugal	73	73	Norwich City
199288	A. Losilla	32	France	73	73	VfL Bochum 1848
214136	F. Meza	26	Colombia	73	76	Tigres U.A.N.L.
215417	C. Mathenia	26	Germany	73	76	1. FC Nürnberg
218745	O. Ntcham	22	France	73	82	Celtic
202106	M. Knoll	27	Germany	73	73	FC St. Pauli
208250	A. Bakasetas	25	Greece	73	77	AEK Athens
221306	M. Barrios	27	Colombia	73	73	FC Dallas
228730	S. Salcedo	20	Paraguay	73	80	Club Atlético Huracán
234618	Perdigão	26	Brazil	73	73	GD Chaves
239482	Galeno	20	Brazil	73	84	Rio Ave FC
192122	Bóveda	29	Spain	73	73	Deportivo de La Coruña
192634	Marc Mateu	28	Spain	73	73	CD Numancia
204412	G. Saville	25	Northern Ireland	73	76	Middlesbrough
213884	R. Christie	23	Scotland	73	78	Celtic
237692	P. Foden	18	England	73	88	Manchester City
208509	T. Foket	23	Belgium	73	78	Stade de Reims
188541	P. Schiattarella	31	Italy	73	73	SPAL
201342	F. Sørensen	26	Denmark	73	76	1. FC Köln
207998	D. Ward	25	Wales	73	76	Leicester City
212350	L. Diony	25	France	73	76	AS Saint-Étienne
229758	R. Kruni?	24	Bosnia Herzegovina	73	78	Empoli
110974	Riesgo	34	Spain	73	73	SD Eibar
183422	J. Howson	30	England	73	73	Middlesbrough
53630	J. Van Damme	34	Belgium	73	73	Royal Antwerp FC
181375	M. Martins	31	Bolivia	73	73	
228736	W. Faríñez	20	Venezuela	73	83	Millonarios FC
234624	B. Dibassy	28	Mali	73	73	Amiens SC
177280	T. Reginiussen	32	Norway	73	73	Rosenborg BK
228737	G. Rivas	29	Venezuela	73	73	Al Hilal
230529	Benjamin Meseira	34	Brazil	73	73	Chapecoense
231041	C. Ninga	25	Chad	73	78	Stade Malherbe Caen
169345	M. Suttner	31	Austria	73	73	Brighton & Hove Albion
183937	G. van der Wiel	30	Netherlands	73	73	Toronto FC
232066	W. González	23	Paraguay	73	81	Club León
181123	T. Ho?ava	30	Czech Republic	73	73	Viktoria Plze?
190084	P. Tachtsidis	27	Greece	73	73	Nottingham Forest
212613	W. Saïd	23	France	73	79	Dijon FCO
219525	E. Cerutti	26	Argentina	73	74	Independiente
230277	Gustavo Lobateiro	30	Brazil	73	73	Internacional
225926	Pere Milla	25	Spain	73	76	SD Eibar
181383	J. Johansson	28	Sweden	73	73	Stade Rennais FC
210313	T. Murg	23	Austria	73	77	SK Rapid Wien
214665	J. Ramírez	25	Argentina	73	75	Club Atlético Talleres
215433	F. Vicari	23	Italy	73	81	SPAL
225673	K. Adams Nuhu	23	Ghana	73	81	TSG 1899 Hoffenheim
206218	P. Nardi	24	France	73	78	KSV Cercle Brugge
208522	H. Magnússon	25	Iceland	73	78	PFC CSKA Moscow
233866	O. Edouard	20	France	73	84	Celtic
234378	D. Rice	19	Republic of Ireland	73	84	West Ham United
230283	Evandro Rochedo	34	Brazil	73	73	Atlético Mineiro
172939	K. Westwood	33	Republic of Ireland	73	73	Sheffield Wednesday
178571	Bracali	37	Brazil	73	73	Boavista FC
213132	M. Sperduti	32	Argentina	73	73	Patronato
224396	Y. Gómez Andrade	26	Colombia	73	75	Unión de Santa Fe
215181	G. Peruzzi	26	Argentina	73	76	Boca Juniors
229517	Toni Villa	23	Spain	73	82	Real Valladolid CF
214158	Y. Gordillo	26	Colombia	73	78	Independiente Santa Fe
152718	Ricardo	31	Portugal	73	73	Henan Jianye FC
220302	B. Sanneh	23	Gambia	73	79	RSC Anderlecht
230286	Michel Cruceiro	26	Brazil	73	73	Atlético Mineiro
176526	L. Burián	34	Uruguay	73	73	Club Atlético Colón
182670	M. Tekdemir	30	Turkey	73	73	Medipol Ba?ak?ehir FK
199568	K. Lamprou	26	Greece	73	74	Ajax
210320	I. Mbaye	23	Senegal	73	80	Bologna
216464	A. Browne	23	Republic of Ireland	73	78	Preston North End
137361	G. Pazzini	33	Italy	73	73	Hellas Verona
212369	Eduardo	25	Brazil	73	76	SC Braga
193169	C. Santos	30	Venezuela	73	73	Deportivo de La Coruña
234642	E. Mendy	26	Senegal	73	76	Stade de Reims
236690	M. Ngadeu-Ngadjui	27	Cameroon	73	75	SK Slavia Praha
221331	L. Mazzitelli	22	Italy	73	78	Genoa
221587	J. Lolley	25	England	73	74	Nottingham Forest
178323	A. Traoré	29	Burkina Faso	73	73	Atiker Konyaspor
183187	V. Stocker	29	Switzerland	73	73	FC Basel 1893
191123	D. Alar	28	Austria	73	73	SK Rapid Wien
216468	J. Añor	24	Venezuela	73	78	Málaga CF
227732	A. Donis	21	Greece	73	83	VfB Stuttgart
183188	M. Gazzola	33	Italy	73	73	Parma
194196	F. Diagne	28	Senegal	73	73	Atiker Konyaspor
137109	S. Schaars	34	Netherlands	73	73	SC Heerenveen
209301	M. Poundjé	25	France	73	76	FC Girondins de Bordeaux
214421	F. Hinestroza	28	Colombia	73	73	Rionegro Águilas
211862	A. Hahn	27	Germany	73	73	FC Augsburg
244376	V. Shepelev	21	Ukraine	73	82	Dynamo Kyiv
200857	M. Leitner	25	Germany	73	75	Norwich City
215449	R. Skov	22	Denmark	73	81	FC København
164505	B. Guzan	33	United States	73	73	Atlanta United
237209	M. Mitrovi?	24	Croatia	73	78	Club Brugge KV
192665	A. Luthe	31	Germany	73	73	FC Augsburg
193177	A. Traoré	28	Ivory Coast	73	73	Göztepe SK
193945	N. Uysal	27	Turkey	73	75	Be?ikta? JK
197786	G. Donati	28	Italy	73	73	1. FSV Mainz 05
198554	A. Ujah	27	Nigeria	73	73	1. FSV Mainz 05
188058	A. Kravets	29	Ukraine	73	73	Kayserispor
193690	Z. Tomaševi?	28	Montenegro	73	74	KV Oostende
205211	M. Borjan	30	Canada	73	73	
236699	S. Luki?	21	Serbia	73	80	Torino
199580	C. Goldson	25	England	73	80	Rangers FC
229788	Rubén Alcaraz	27	Spain	73	74	Real Valladolid CF
165788	L. Ulloa	31	Argentina	73	73	Pachuca
206238	Iván López	24	Spain	73	78	Gimnàstic de Tarragona
224158	S. Amrabat	21	Morocco	73	79	Club Brugge KV
231838	M. Wöber	20	Austria	73	81	Ajax
204447	F. Lucioni	30	Italy	73	73	Lecce
240289	Calero	22	Spain	73	82	Real Valladolid CF
176545	C. Marrugo	32	Colombia	73	73	Millonarios FC
183969	J. Forlín	30	Argentina	73	73	Real Oviedo
215202	L. Janson	23	Argentina	73	79	Toronto FC
215970	B. Bolingoli	23	Belgium	73	78	SK Rapid Wien
229282	Thiago Santana	25	Brazil	73	75	Santa Clara
186274	K. Rausch	28	Russia	73	73	
193186	N. Etheridge	28	Philippines	73	75	Cardiff City
142499	Aitor Sanz	33	Spain	73	73	CD Tenerife
211107	Frederico Venâncio	25	Portugal	73	77	Vitória Guimarães
232099	M. Gruji?	22	Serbia	73	84	Hertha BSC
182435	M. Langerak	29	Australia	73	74	Nagoya Grampus
214949	H. Manzala	24	DR Congo	73	79	Angers SCO
192165	Paulinho	32	Brazil	73	73	BK Häcken
213414	W. Troost-Ekong	24	Nigeria	73	77	Udinese
201895	D. Fagundez	23	Uruguay	73	77	New England Revolution
178600	U. Demirok	29	Turkey	73	73	Atiker Konyaspor
182440	R. Kruse	29	Australia	73	73	VfL Bochum 1848
207785	T. Matlaba	30	South Africa	73	73	Orlando Pirates
228777	G. Banguera	22	Colombia	73	82	Atlético Huila
200106	A. Özbiliz	28	Armenia	73	73	Willem II
210602	S. Al Dawsari	26	Saudi Arabia	73	73	Al Hilal
222634	I. Success	22	Nigeria	73	80	Watford
222123	A. Long	25	United States	73	78	New York Red Bulls
183211	M. Škoda	32	Czech Republic	73	73	SK Slavia Praha
234924	A. Diakhaby	21	France	73	78	Huddersfield Town
185260	D. Kadah	32	Turkey	73	73	Göztepe SK
190636	A. Ríos	29	Mexico	73	73	Deportivo Toluca
236461	J. Mateta	21	France	73	84	1. FSV Mainz 05
188334	F. Cacciatore	31	Italy	73	73	Chievo Verona
200111	R. van Rhijn	27	Netherlands	73	74	AZ Alkmaar
214191	R. Pérez	28	Colombia	73	74	Junior FC
162223	A. Baumjohann	31	Germany	73	73	Western Sydney Wanderers
167599	R. Elm	30	Sweden	73	73	Kalmar FF
125871	H. Kald?r?m	28	Turkey	73	73	Fenerbahçe SK
215985	F. Monetti	29	Argentina	73	75	Atlético Nacional
167601	K. Nababkin	31	Russia	73	73	PFC CSKA Moscow
181681	S. Williams	31	Republic of Ireland	73	73	Millwall
208306	M. St?pi?ski	23	Poland	73	80	Chievo Verona
185010	M. Pazdan	30	Poland	73	73	Legia Warszawa
168883	T. Al Jassam	33	Saudi Arabia	73	73	Al Wehda
179891	M. Heller	32	Germany	73	73	SV Darmstadt 98
198836	V. Pajot	27	France	73	73	Angers SCO
222644	Y. Asad	23	Argentina	73	79	DC United
207797	Y. Banana	26	Cameroon	73	75	
142773	W. Montillo	34	Argentina	73	73	Club Atlético Tigre
